UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,CleanedTweet
56,45008,?? ???? ?????? . ??? ???? ???,09-03-2020,"@realDonaldTrump Separate Table of US Corna Virus Statistics.
 Very high stats of corona virus.
 US Government's Inability to Control Corona Virus.
 High Price Disinfectant Gel in USA High price of mask in USA. 
Food prices are rising day by day",Negative,"['realdonaldtrump', 'separate', 'table', 'us', 'corna', 'virus', 'statistics', 'high', 'stats', 'corona', 'virus', 'us', 'governments', 'inability', 'control', 'corona', 'virus', 'high', 'price', 'disinfectant', 'gel', 'usa', 'high', 'price', 'mask', 'usa', 'food', 'prices', 'rising', 'day', 'day']"
57,45009,"Texas, USA",10-03-2020,"#ToiletPaper shortage ??
Don't believe everything you see on TV! My Costco just now....,.#CoronaVirus https://t.co/FDviKzgFwd",Negative,"['toiletpaper', 'shortage', 'dont', 'believe', 'everything', 'see', 'tv', 'costco', 'nowcoronavirus']"
58,45010,"Western Australia, Australia",10-03-2020,"Come on guys, please be like bob!

#COVID2019 #panicbuying #coronavirus https://t.co/kMly3zNynR",Positive,"['come', 'guys', 'please', 'like', 'bob', 'covid2019', 'panicbuying', 'coronavirus']"
59,45011,London,10-03-2020,"If you have booked a ticket to an event as part of a package holiday you will be offered an alternative or a refund by your travel provider, if it has been cancelled due to #Coronavirus.

Check ABTA's consumer Q&amp;A at: https://t.co/oUB4MNmrNA

#COVID19 https://t.co/kMHJehS2JH",Positive,"['booked', 'ticket', 'event', 'part', 'package', 'holiday', 'offered', 'alternative', 'refund', 'travel', 'provider', 'cancelled', 'due', 'coronavirus', 'check', 'abtas', 'consumer', 'qampa', 'covid19']"
60,45012,,10-03-2020,"Breaking: New Jersey officials urge residents to stock up for a two week #coronavirus quarantine ""Just in case""

#COVID19 
https://t.co/fc8imQ7TAR",Neutral,"['breaking', 'new', 'jersey', 'officials', 'urge', 'residents', 'stock', 'two', 'week', 'coronavirus', 'quarantine', 'case', 'covid19']"
61,45013,"Dallas, USA",10-03-2020,"4- Russia LNG will also suffer. The irony is, spot LNG prices were already at a record low because of the #Coronavirus and the declaration of force majeure by Chinese companies. 

Contracted LNG became the only way to make money until oil prices collapsed. It is a big hit https://t.co/ksFQ4uzqAn",Extremely Negative,"['4', 'russia', 'lng', 'also', 'suffer', 'irony', 'spot', 'lng', 'prices', 'already', 'record', 'low', 'coronavirus', 'declaration', 'force', 'majeure', 'chinese', 'companies', 'contracted', 'lng', 'became', 'way', 'make', 'money', 'oil', 'prices', 'collapsed', 'big', 'hit']"
62,45014,"Bowling Green, KY",10-03-2020,#BreakingNews #terrorists have watched closely as the #coronavirus spins its web. They now know what Americans value most. Wiping their ass! Citizens rush to buy toilet paper but neglect to stock up on food! Terrorists are holding our #toiletpaper  factories hostage! Film at 11! https://t.co/7maYfTGxJA,Extremely Negative,"['breakingnews', 'terrorists', 'watched', 'closely', 'coronavirus', 'spins', 'web', 'know', 'americans', 'value', 'wiping', 'ass', 'citizens', 'rush', 'buy', 'toilet', 'paper', 'neglect', 'stock', 'food', 'terrorists', 'holding', 'toiletpaper', 'factories', 'hostage', 'film', '11']"
63,45015,Five offices across Canada,10-03-2020,"""As the novel #coronavirus (or #COVID19) continues to spread worldwide, its impact on international business operations, supply chains, travel, commodity prices, consumer confidence and business forecasts is becoming increasingly acute.""
#BLGPublication https://t.co/BDIedMNksK",Extremely Positive,"['novel', 'coronavirus', 'covid19', 'continues', 'spread', 'worldwide', 'impact', 'international', 'business', 'operations', 'supply', 'chains', 'travel', 'commodity', 'prices', 'consumer', 'confidence', 'business', 'forecasts', 'becoming', 'increasingly', 'acute', 'blgpublication']"
64,45016,,10-03-2020,"Lower #Oil prices, lower #InterestRate, and some sort of fiscal #stimulus is great, but the consumer isn't the problem. The problem is fear of #coronavirus and fear of being quarantined for 14 days. That's why people stopped traveling. Not because of interest rates or taxes.",Extremely Negative,"['lower', 'oil', 'prices', 'lower', 'interestrate', 'sort', 'fiscal', 'stimulus', 'great', 'consumer', 'isnt', 'problem', 'problem', 'fear', 'coronavirus', 'fear', 'quarantined', '14', 'days', 'thats', 'people', 'stopped', 'traveling', 'interest', 'rates', 'taxes']"
65,45017,,10-03-2020,Consumers have increased their online shopping due to coronavirus. https://t.co/5mYfz3RAD0 #retail #ecommerce #study #coronavirus https://t.co/Dz3H6zrWUT,Positive,"['consumers', 'increased', 'online', 'shopping', 'due', 'coronavirus', 'retail', 'ecommerce', 'study', 'coronavirus']"
66,45018,"Lambeth, London",10-03-2020,"For those self indulging in thoughts of food, medicine and essential household goods stock piling. Like people on universal credit be stock piling FFS!!! #coronavirus",Negative,"['self', 'indulging', 'thoughts', 'food', 'medicine', 'essential', 'household', 'goods', 'stock', 'piling', 'like', 'people', 'universal', 'credit', 'stock', 'piling', 'ffs', 'coronavirus']"
67,45019,"Wales, United Kingdom",10-03-2020,"Ok if #COVID2019 is nothing to panic about why is Italy imposing the biggest restrictions on the civilian population since WW2? 
How will the supermarkets be able to provide food if all the workers are told to stay at home? 
Same with any other Bussiness.",Positive,"['ok', 'covid2019', 'nothing', 'panic', 'italy', 'imposing', 'biggest', 'restrictions', 'civilian', 'population', 'since', 'ww2', 'supermarkets', 'able', 'provide', 'food', 'workers', 'told', 'stay', 'home', 'bussiness']"
68,45020,Washington DC,10-03-2020,"Trump said people must ""be vigilant,"" then concluded, ""Be calm. It's really working out. And: lot of good things are going to happen. The consumer is ready. The consumer is so powerful in our country with what we've done with tax cuts and regulation cuts and all of those things.""",Extremely Positive,"['trump', 'said', 'people', 'must', 'vigilant', 'concluded', 'calm', 'really', 'working', 'lot', 'good', 'things', 'going', 'happen', 'consumer', 'ready', 'consumer', 'powerful', 'country', 'weve', 'done', 'tax', 'cuts', 'regulation', 'cuts', 'things']"
69,45021,Edmonton Alberta,10-03-2020,"The top food items to stock up on in case you are quarantined 

#Coronavirus home stays are on peoples minds. Here are ten foods for stocking a pantry to support physical and mental health.

https://t.co/jrvxRIb57L",Positive,"['top', 'food', 'items', 'stock', 'case', 'quarantined', 'coronavirus', 'home', 'stays', 'people\x92s', 'minds', 'ten', 'foods', 'stocking', 'pantry', 'support', 'physical', 'mental', 'health']"
70,45022,"Manchester, UK",10-03-2020,"Hi all! Please support your local Chinese Restaurant &amp; order some delicious food from them ? They are really struggling with the #COVID2019 panic, many are having to let staff go.

My favs in #Manchester are @sweetmandarin &amp; @blueeyedpandam4
Thank you! ??

#iwilleatwithyou https://t.co/jpDHxQMBTv",Positive,"['hi', 'please', 'support', 'local', 'chinese', 'restaurant', 'amp', 'order', 'delicious', 'food', 'really', 'struggling', 'covid2019', 'panic', 'many', 'let', 'staff', 'go', 'favs', 'manchester', 'sweetmandarin', 'amp', 'blueeyedpandam4', 'thank', 'iwilleatwithyou']"
71,45023,Missouri,10-03-2020,Report any and all instances of price gouging or other COVID-19 scams to the Attorney Generals Consumer Protection Hotline at 800-392-8222 or online at https://t.co/YB2NrTWlfg. #coronavirus https://t.co/H3QqmM3BBl,Negative,"['report', 'instances', 'price', 'gouging', 'covid19', 'scams', 'attorney', 'general\x92s', 'consumer', 'protection', 'hotline', '8003928222', 'online', 'coronavirus']"
72,45024,,10-03-2020,"Russia by breaking rank from OPEC+ signalled an intent to take down their nemesis: American oil and gas industry.

#USElections2020 #COVID2019 #OilWar are steeped in markets least favorite thing: Uncertainty

But THIS TIME they won't succeed

Low Oil prices won't last long #OOTT https://t.co/TwKYxrDfoW",Extremely Positive,"['russia', 'breaking', 'rank', 'opec', 'signalled', 'intent', 'take', 'nemesis', 'american', 'oil', 'gas', 'industry', 'uselections2020', 'covid2019', 'oilwar', 'steeped', 'markets', 'least', 'favorite', 'thing', 'uncertainty', 'time', 'wont', 'succeed', 'low', 'oil', 'prices', 'wont', 'last', 'long', 'oott']"
73,45025,España / USA,10-03-2020,"?80% of #Retail experts talk about a significant decrease in #store traffic due to #coronavirus ??
??Check our article???

https://t.co/eobzo0WOUS",Positive,"['80', 'retail', 'experts', 'talk', 'significant', 'decrease', 'store', 'traffic', 'due', 'coronavirus', 'check', 'article']"
74,45026,,10-03-2020,Met with members of our distributive trade today to examine their preparation   for the impact of Covid 19. Based on reports our key manufacturers and importers have at least 2 to 3 mths of stock. We therefore do not expect that there will be any shortage in critical food items. https://t.co/jtFneBWuVy,Negative,"['met', 'members', 'distributive', 'trade', 'today', 'examine', 'preparation', 'impact', 'covid', '19', 'based', 'reports', 'key', 'manufacturers', 'importers', 'least', '2', '3', 'mths', 'stock', 'therefore', 'expect', 'shortage', 'critical', 'food', 'items']"
75,45027,New York City,10-03-2020,"Say you need to stock up on #food for a couple of weeks, here's tips on what to get and how to properly store those #perishable items. #coronavirus https://t.co/GnLgWqxpjl https://t.co/cCKvA2ktQ4",Neutral,"['say', 'need', 'stock', 'food', 'couple', 'weeks', 'heres', 'tips', 'get', 'properly', 'store', 'perishable', 'items', 'coronavirus']"
76,45028,Kjipuktuk/Halifax,10-03-2020,"My genuine concern around #COVID2019 are folks who may have to isolate, but work low wage/hourly pay jobs - folks who are barely getting by, who DONT get paid sick days. Folks who cant stock up on weeks worth of food. Folks who cant NOT work. 

The working poor will suffer most",Extremely Negative,"['genuine', 'concern', 'around', 'covid2019', 'folks', 'may', 'isolate', 'work', 'low', 'wagehourly', 'pay', 'jobs', 'folks', 'barely', 'getting', 'dont', 'get', 'paid', 'sick', 'days', 'folks', 'can\x92t', 'stock', 'weeks', 'worth', 'food', 'folks', 'can\x92t', 'work', 'working', 'poor', 'suffer']"
77,45029,Australia,10-03-2020,"We could have as many as 60% of the world's population infected with the #Coronavirus by the end of the year.

Your prayers are useless, only science will come to the rescue. If this does happen, our world will not recover for years. Stock up your can food people. #doomsdayBunker",Negative,"['could', 'many', '60', 'worlds', 'population', 'infected', 'coronavirus', 'end', 'year', 'prayers', 'useless', 'science', 'come', 'rescue', 'happen', 'world', 'recover', 'years', 'stock', 'food', 'people', 'doomsdaybunker']"
78,45030,"Manchester, NH",10-03-2020,"IMPORTANT UPDATE! Our CEO Brian Beaulieu has broadened the scope of his COVID-19 webinar. Expect more on the oil prices drop, stock market developments, retail sales, and unfolding situations in China and Italy. Learn more and register: https://t.co/3muKagEw4p https://t.co/uOuyUfjRyW",Positive,"['important', 'update', 'ceo', 'brian', 'beaulieu', 'broadened', 'scope', 'covid19', 'webinar', 'expect', 'oil', 'prices', 'drop', 'stock', 'market', 'developments', 'retail', 'sales', 'unfolding', 'situations', 'china', 'italy', 'learn', 'register']"
79,45031,"Columbus, OH",10-03-2020,".@Target taking #coronavirus #COVID19 seriously. Stores are adding hours and staff to clean more rigorously, stopping food samples, bolstering order pick up and drive up, encouraging employees to stay home, adding more stock, and limiting # of items in purchases.

@wsyx6 https://t.co/p1EJDPvnyy",Positive,"['target', 'taking', 'coronavirus', 'covid19', 'seriously', 'stores', 'adding', 'hours', 'staff', 'clean', 'rigorously', 'stopping', 'food', 'samples', 'bolstering', 'order', 'pick', 'drive', 'encouraging', 'employees', 'stay', 'home', 'adding', 'stock', 'limiting', 'items', 'purchases', 'wsyx6']"
80,45032,US,10-03-2020,"CDC: Older folks should stock up on food, stay home amid #coronavirus - Business Insider  Wow! https://t.co/ygcPtE7F1L",Positive,"['cdc', 'older', 'folks', 'stock', 'food', 'stay', 'home', 'amid', 'coronavirus', 'business', 'insider', 'wow']"
81,45033,"Tampa, FL",10-03-2020,"If 1,000,000 get infected with a 2% death rate for the #coronavirus then 20,000 will die in USA.

If you dont have mo mney to stock up food, then find a fishing hole and supplies to hunt and fish!",Extremely Negative,"['1000000', 'get', 'infected', '2', 'death', 'rate', 'coronavirus', '20000', 'die', 'usa', 'dont', 'mo', 'mney', 'stock', 'food', 'find', 'fishing', 'hole', 'supplies', 'hunt', 'fish']"
82,45034,Dublin,10-03-2020,"Every shop, chemist or retailer of any sort who raises prices during #coronavirus should be boycotted when it's all over. The greed in this country starts with those who've governed us for almost 100 years. FF and FG have made many of us lose our compassion and decency.",Negative,"['every', 'shop', 'chemist', 'retailer', 'sort', 'raises', 'prices', 'coronavirus', 'boycotted', 'greed', 'country', 'starts', 'whove', 'governed', 'us', 'almost', '100', 'years', 'ff', 'fg', 'made', 'many', 'us', 'lose', 'compassion', 'decency']"
83,45035,,10-03-2020,"No, witch hazel won't help protect you from #coronavirus ...even in a DIY hand sanitizer: https://t.co/DYyShJHRGm @AmeshAA",Extremely Positive,"['witch', 'hazel', 'wont', 'help', 'protect', 'coronavirus', 'even', 'diy', 'hand', 'sanitizer', 'ameshaa']"
84,45036,,10-03-2020,"@thehill DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..just tells us to stay calm
And blames it all on the consumer. 

#COVID19 #Trumpdemic #coronavirus",Negative,"['thehill', 'donaldtrump', 'lies', 'rumor', 'never', 'recognized', 'sense', 'humor', 'sells', 'us', 'balm', 'tells', 'us', 'stay', 'calm', 'blames', 'consumer', 'covid19', 'trumpdemic', 'coronavirus']"
85,45037,,10-03-2020,"@realDonaldTrump .-.
THE BALM OF CORONAVIRUS

#DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..tells us just to stay calm
And blames it all on the consumer. #COVID19 #Trumpdemic #coronaviru",Negative,"['realdonaldtrump', 'balm', 'coronavirus', 'donaldtrump', 'lies', 'rumor', 'never', 'recognized', 'sense', 'humor', 'sells', 'us', 'balm', 'tells', 'us', 'stay', 'calm', 'blames', 'consumer', 'covid19', 'trumpdemic', 'coronaviru']"
86,45038,Worldwide,10-03-2020,Q1 #earnings are expected to be heavily impacted by #coronavirus with steep declines in commodity prices and analysts cutting estimates. @TDhillon33 and @DaveAurelio analyse the data: https://t.co/1uhWfTLx6u #TrustedData #Refinitiv  #COVID19 https://t.co/afvLnL1zIA,Negative,"['q1', 'earnings', 'expected', 'heavily', 'impacted', 'coronavirus', 'steep', 'declines', 'commodity', 'prices', 'analysts', 'cutting', 'estimates', 'tdhillon33', 'daveaurelio', 'analyse', 'data', 'trusteddata', 'refinitiv', 'covid19']"
87,45039,"Galway, Ireland",10-03-2020,"These are some of the suggestions to slow/stop #COVID2019
1. Work remotely from home 
2. Online school/ lectures
 3.Keep updated on the HSE/Dept of Health website 
4. Order shopping online for delivery ALL  NEED BROADBAND #remoteworking #broadband #rural",Negative,"['suggestions', 'slowstop', 'covid2019', '1', 'work', 'remotely', 'home', '2', 'online', 'school', 'lectures', '3keep', 'updated', 'hsedept', 'health', 'website', '4', 'order', 'shopping', 'online', 'delivery', 'need', 'broadband', 'remoteworking', 'broadband', 'rural']"
